File,aid,Date,(0) Water Bodies,(1) Evergreen Needleleaf Forests,(5) Mixed Forests,(7) Open Shrublands,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(14) Cropland/Natural Vegetation Mosaic,(15) Permanent Snow and Ice
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017123_aid0001,aid0001,5/3/17,714,875,200,1238,213,41,709,22,60,13,64
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017124_aid0001,aid0001,5/4/17,734,696,128,1690,572,36,753,4,61,22,114
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017125_aid0001,aid0001,5/5/17,791,792,217,1658,549,31,746,22,64,21,131
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017126_aid0001,aid0001,5/6/17,799,872,155,1664,520,42,756,15,64,14,123
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017127_aid0001,aid0001,5/7/17,770,640,171,1646,559,33,766,21,60,21,128
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017128_aid0001,aid0001,5/8/17,782,862,221,1658,541,34,724,22,72,20,118
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017129_aid0001,aid0001,5/9/17,780,784,115,1670,556,40,756,1,64,15,115
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017130_aid0001,aid0001,5/10/17,800,696,213,1642,562,28,757,21,55,24,134
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017131_aid0001,aid0001,5/11/17,716,876,200,1239,215,41,710,22,60,13,64
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017132_aid0001,aid0001,5/12/17,735,698,128,1691,573,36,752,4,61,22,115
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017133_aid0001,aid0001,5/13/17,791,790,217,1656,549,31,746,22,63,21,132
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017134_aid0001,aid0001,5/14/17,712,877,155,1432,487,42,718,15,65,14,124
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017135_aid0001,aid0001,5/15/17,770,639,171,1648,559,33,766,21,59,21,128
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017136_aid0001,aid0001,5/16/17,782,862,221,1658,540,34,725,22,72,20,118
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017137_aid0001,aid0001,5/17/17,780,785,116,1671,556,40,757,1,65,15,116
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017138_aid0001,aid0001,5/18/17,799,693,213,1640,562,28,758,21,55,24,135
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017139_aid0001,aid0001,5/19/17,790,894,201,1642,520,41,750,22,60,13,129
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017140_aid0001,aid0001,5/20/17,734,695,127,1691,573,36,752,4,61,22,115
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017141_aid0001,aid0001,5/21/17,790,791,220,1655,549,31,746,22,63,21,132
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017142_aid0001,aid0001,5/22/17,798,876,155,1665,520,42,756,15,65,14,124
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017143_aid0001,aid0001,5/23/17,768,637,170,1648,560,33,767,20,59,21,128
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017144_aid0001,aid0001,5/24/17,781,863,221,1656,540,34,725,22,73,20,118
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017145_aid0001,aid0001,5/25/17,780,790,117,1669,555,40,756,1,65,14,116
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017146_aid0001,aid0001,5/26/17,799,693,213,1640,563,27,757,21,55,23,135
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017147_aid0001,aid0001,5/27/17,789,896,201,1638,521,41,750,22,60,13,129
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017148_aid0001,aid0001,5/28/17,736,698,127,1688,571,36,750,4,61,22,115
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017149_aid0001,aid0001,5/29/17,792,789,219,1654,548,31,745,22,63,21,132
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017150_aid0001,aid0001,5/30/17,798,877,156,1666,521,42,755,15,65,14,124
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017151_aid0001,aid0001,5/31/17,767,638,168,1650,561,33,767,20,60,21,128
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017152_aid0001,aid0001,6/1/17,782,861,221,1658,538,34,726,22,73,20,119
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017153_aid0001,aid0001,6/2/17,782,788,118,1670,554,40,756,1,64,14,116
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017154_aid0001,aid0001,6/3/17,798,690,211,1642,561,27,760,21,55,23,135
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017155_aid0001,aid0001,6/4/17,789,892,201,1639,520,41,750,22,60,13,129
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017156_aid0001,aid0001,6/5/17,638,690,124,1213,266,36,686,4,62,22,90
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017157_aid0001,aid0001,6/6/17,792,788,218,1653,550,32,745,22,62,21,132
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017158_aid0001,aid0001,6/7/17,797,876,157,1667,520,43,755,15,65,14,124
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017159_aid0001,aid0001,6/8/17,766,635,167,1653,558,33,767,20,61,21,128
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017160_aid0001,aid0001,6/9/17,780,862,221,1658,537,34,725,22,73,20,119
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017161_aid0001,aid0001,6/10/17,782,789,118,1671,554,40,756,1,64,14,116
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017162_aid0001,aid0001,6/11/17,797,689,211,1642,560,27,760,21,55,23,135
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017163_aid0001,aid0001,6/12/17,653,604,147,1256,494,16,523,,16,,125
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017164_aid0001,aid0001,6/13/17,736,703,127,1688,571,36,748,4,62,22,115
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017165_aid0001,aid0001,6/14/17,677,784,217,1186,380,32,655,22,62,21,119
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017166_aid0001,aid0001,6/15/17,798,877,156,1666,521,43,755,15,65,14,124
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017167_aid0001,aid0001,6/16/17,768,637,168,1653,560,33,767,20,60,21,128
Soil_Moisture_Retrieval_Data_AM_landcover_class_2017168_aid0001,aid0001,6/17/17,782,862,222,1657,537,34,726,22,73,20,118
