File,aid,Date,(0) Water Bodies,(1) Evergreen Needleleaf Forests,(3) Deciduous Needleleaf Forests,(5) Mixed Forests,(6) Closed Shrublands,(7) Open Shrublands,(8) Woody Savannas,(9) Savannas,(10) Grasslands,(11) Permanent Wetlands,(12) Croplands,(13) Urban and Built-up Lands,(14) Cropland/Natural Vegetation Mosaic,(15) Permanent Snow and Ice,(16) Barren,(99) NA
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018134_aid0001,aid0001,5/14/18,953,205,47,247,3,466,559,546,777,236,32,4,125,431,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018135_aid0001,aid0001,5/15/18,917,197,40,230,3,455,521,546,800,181,25,6,60,425,360,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018136_aid0001,aid0001,5/16/18,960,219,46,232,3,450,501,532,802,233,41,7,126,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018137_aid0001,aid0001,5/17/18,964,202,46,268,1,458,550,527,788,227,33,2,105,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018138_aid0001,aid0001,5/18/18,784,114,41,127,,356,391,419,582,129,30,7,79,362,354,38
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018139_aid0001,aid0001,5/19/18,937,220,46,254,2,444,533,530,797,249,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018140_aid0001,aid0001,5/20/18,937,198,42,257,3,450,546,525,782,204,32,3,66,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018141_aid0001,aid0001,5/21/18,899,221,45,222,3,472,492,540,811,211,39,7,110,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018142_aid0001,aid0001,5/22/18,597,161,30,161,3,287,321,330,584,162,13,2,40,323,274,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018143_aid0001,aid0001,5/23/18,916,198,40,230,3,456,517,544,799,182,24,6,60,424,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018144_aid0001,aid0001,5/24/18,960,219,46,231,3,450,499,532,801,233,41,7,126,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018145_aid0001,aid0001,5/25/18,966,202,46,269,1,458,550,527,788,227,34,2,105,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018146_aid0001,aid0001,5/26/18,872,206,46,211,3,471,499,549,820,162,30,7,79,437,371,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018147_aid0001,aid0001,5/27/18,940,220,46,253,2,444,532,529,797,250,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018148_aid0001,aid0001,5/28/18,936,198,42,256,2,450,547,525,782,204,31,3,66,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018149_aid0001,aid0001,5/29/18,896,221,45,220,3,472,492,540,811,210,38,7,110,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018150_aid0001,aid0001,5/30/18,953,204,47,247,3,466,559,547,776,236,32,4,124,432,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018151_aid0001,aid0001,5/31/18,917,198,40,231,3,457,519,544,798,182,24,6,60,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018152_aid0001,aid0001,6/1/18,960,219,46,230,3,449,499,533,800,233,42,7,126,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018153_aid0001,aid0001,6/2/18,964,201,46,268,1,458,550,526,789,228,34,2,105,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018154_aid0001,aid0001,6/3/18,872,206,46,211,3,469,498,548,818,161,29,7,79,435,370,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018155_aid0001,aid0001,6/4/18,938,220,46,253,2,445,532,529,799,250,38,8,135,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018156_aid0001,aid0001,6/5/18,940,197,42,257,2,450,546,526,786,204,30,3,67,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018157_aid0001,aid0001,6/6/18,896,221,45,219,3,472,493,540,811,210,38,7,110,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018158_aid0001,aid0001,6/7/18,903,105,22,212,2,343,464,380,555,226,32,4,124,381,350,49
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018159_aid0001,aid0001,6/8/18,916,197,40,232,3,457,519,544,798,183,24,6,59,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018160_aid0001,aid0001,6/9/18,858,153,43,172,,352,395,450,615,190,43,7,126,369,365,24
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018161_aid0001,aid0001,6/10/18,964,201,46,267,1,458,551,528,789,228,33,2,105,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018162_aid0001,aid0001,6/11/18,869,206,46,213,3,472,496,549,820,162,30,7,79,436,370,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018163_aid0001,aid0001,6/12/18,923,221,46,250,2,446,532,529,782,250,38,8,135,380,349,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018164_aid0001,aid0001,6/13/18,940,197,43,257,2,450,546,526,786,203,31,3,67,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018165_aid0001,aid0001,6/14/18,895,221,45,221,3,472,492,541,812,210,39,7,110,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018166_aid0001,aid0001,6/15/18,591,162,30,162,3,287,321,332,582,162,13,2,39,327,277,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018167_aid0001,aid0001,6/16/18,916,197,40,234,3,457,518,543,798,181,25,6,59,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018168_aid0001,aid0001,6/17/18,957,219,46,230,3,449,499,533,802,232,43,7,127,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018169_aid0001,aid0001,6/18/18,652,160,29,184,1,275,307,338,571,167,17,2,44,340,272,47
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018170_aid0001,aid0001,6/19/18,872,204,46,213,3,471,496,548,821,161,30,7,79,436,370,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018171_aid0001,aid0001,6/20/18,939,221,46,250,2,446,532,528,798,250,38,8,135,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018172_aid0001,aid0001,6/21/18,903,197,42,255,2,415,509,504,721,186,31,3,68,419,370,23
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018173_aid0001,aid0001,6/22/18,893,221,45,221,3,471,493,543,812,209,39,7,108,431,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018174_aid0001,aid0001,6/23/18,593,162,30,162,3,286,320,331,584,162,13,2,39,328,276,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018175_aid0001,aid0001,6/24/18,917,197,40,234,3,456,518,543,797,183,25,6,60,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018176_aid0001,aid0001,6/25/18,957,220,46,229,3,449,499,533,802,232,42,7,126,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018177_aid0001,aid0001,6/26/18,967,202,46,266,1,459,551,529,789,227,33,2,105,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018179_aid0001,aid0001,6/28/18,940,221,46,250,2,443,531,528,801,250,38,8,135,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018180_aid0001,aid0001,6/29/18,941,197,44,256,2,451,547,525,785,205,31,3,68,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018181_aid0001,aid0001,6/30/18,894,221,45,219,3,472,491,541,814,208,38,7,108,432,373,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018182_aid0001,aid0001,7/1/18,951,204,47,249,3,462,556,547,780,238,31,4,124,433,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018183_aid0001,aid0001,7/2/18,918,198,39,233,3,455,517,543,797,184,24,6,59,424,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018184_aid0001,aid0001,7/3/18,956,220,46,228,3,452,499,534,801,232,42,7,126,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018185_aid0001,aid0001,7/4/18,968,202,46,266,1,458,551,530,788,227,33,2,106,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018186_aid0001,aid0001,7/5/18,872,202,46,213,3,473,495,549,818,162,29,7,78,436,370,49
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018187_aid0001,aid0001,7/6/18,939,221,46,250,2,443,531,528,801,252,39,8,135,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018188_aid0001,aid0001,7/7/18,941,198,44,256,2,451,547,525,784,205,31,3,69,426,373,49
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018189_aid0001,aid0001,7/8/18,813,146,43,141,,367,376,451,612,172,38,7,107,374,371,29
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018190_aid0001,aid0001,7/9/18,952,204,47,249,3,463,555,547,780,239,31,4,125,433,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018191_aid0001,aid0001,7/10/18,917,198,39,234,3,455,519,542,798,184,24,6,60,424,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018192_aid0001,aid0001,7/11/18,957,220,46,227,3,452,499,534,803,231,42,7,126,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018193_aid0001,aid0001,7/12/18,967,202,46,265,1,460,551,531,789,228,33,2,106,425,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018194_aid0001,aid0001,7/13/18,873,202,46,216,3,473,494,550,819,161,29,7,78,436,370,49
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018195_aid0001,aid0001,7/14/18,939,221,46,250,2,443,529,527,801,252,39,8,135,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018196_aid0001,aid0001,7/15/18,942,198,44,254,2,452,549,525,785,205,31,3,69,427,373,49
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018197_aid0001,aid0001,7/16/18,893,221,45,220,3,472,493,543,815,208,39,7,108,432,373,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018198_aid0001,aid0001,7/17/18,904,105,22,212,2,343,461,380,556,228,31,4,125,381,349,49
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018199_aid0001,aid0001,7/18/18,919,198,39,237,3,456,520,542,797,184,25,6,59,424,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018200_aid0001,aid0001,7/19/18,958,220,46,230,3,453,499,533,801,232,43,7,126,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018201_aid0001,aid0001,7/20/18,654,161,30,184,1,276,306,338,573,166,17,2,45,336,272,47
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018202_aid0001,aid0001,7/21/18,874,202,46,214,3,473,496,550,820,162,30,7,78,436,370,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018203_aid0001,aid0001,7/22/18,942,221,46,250,2,443,532,528,800,251,39,8,135,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018204_aid0001,aid0001,7/23/18,941,197,44,255,2,452,548,525,785,206,31,3,68,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018205_aid0001,aid0001,7/24/18,895,221,45,221,3,472,493,543,814,208,39,7,108,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018206_aid0001,aid0001,7/25/18,952,205,47,248,3,464,556,547,781,239,32,4,125,432,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018207_aid0001,aid0001,7/26/18,920,198,39,233,3,456,520,543,798,184,25,6,60,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018208_aid0001,aid0001,7/27/18,957,220,46,229,3,452,499,533,801,232,43,7,126,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018209_aid0001,aid0001,7/28/18,653,160,30,182,1,277,306,337,571,167,17,2,45,338,271,47
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018210_aid0001,aid0001,7/29/18,874,203,46,214,3,473,495,551,820,162,30,7,79,436,370,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018211_aid0001,aid0001,7/30/18,941,221,46,250,2,445,533,528,801,251,39,8,135,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018212_aid0001,aid0001,7/31/18,942,196,43,256,2,451,547,526,786,205,31,3,68,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018213_aid0001,aid0001,8/1/18,897,220,45,220,3,471,493,542,812,210,39,7,108,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018214_aid0001,aid0001,8/2/18,953,204,47,248,3,463,557,546,779,237,32,4,124,433,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018215_aid0001,aid0001,8/3/18,919,196,40,233,3,455,519,544,798,182,25,6,60,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018216_aid0001,aid0001,8/4/18,959,218,46,230,3,450,500,533,803,232,43,7,127,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018217_aid0001,aid0001,8/5/18,967,201,46,265,1,458,552,529,791,228,34,2,105,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018218_aid0001,aid0001,8/6/18,872,205,46,211,3,473,496,550,821,162,30,7,79,436,370,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018219_aid0001,aid0001,8/7/18,939,221,46,250,2,445,532,529,799,250,39,8,135,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018220_aid0001,aid0001,8/8/18,940,197,43,255,2,450,547,526,786,205,31,3,69,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018221_aid0001,aid0001,8/9/18,896,221,45,219,3,471,493,542,813,210,39,7,110,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018222_aid0001,aid0001,8/10/18,935,206,47,245,1,444,546,544,768,215,32,4,124,433,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018223_aid0001,aid0001,8/11/18,919,196,40,233,3,458,519,544,798,183,25,6,59,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018224_aid0001,aid0001,8/12/18,961,220,46,230,3,451,499,533,803,233,43,7,127,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018225_aid0001,aid0001,8/13/18,966,202,46,267,1,458,552,528,791,228,33,2,105,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018226_aid0001,aid0001,8/14/18,873,204,46,209,3,471,498,549,821,163,29,7,79,436,370,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018227_aid0001,aid0001,8/15/18,939,221,46,253,2,445,532,529,797,250,38,8,135,428,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018228_aid0001,aid0001,8/16/18,940,196,43,255,2,451,548,526,786,204,30,3,68,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018229_aid0001,aid0001,8/17/18,884,216,45,215,3,469,492,541,801,210,38,7,110,424,365,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018230_aid0001,aid0001,8/18/18,952,205,47,246,3,466,560,547,780,237,32,4,124,433,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018231_aid0001,aid0001,8/19/18,918,196,40,229,3,458,519,544,797,182,24,6,59,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018232_aid0001,aid0001,8/20/18,961,219,46,230,3,451,500,533,803,233,42,7,127,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018233_aid0001,aid0001,8/21/18,654,160,30,185,1,277,307,337,572,167,17,2,44,337,273,47
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018234_aid0001,aid0001,8/22/18,873,206,46,211,3,473,499,550,821,162,29,7,79,436,370,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018235_aid0001,aid0001,8/23/18,939,220,46,252,2,445,532,529,798,250,38,8,136,429,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018236_aid0001,aid0001,8/24/18,939,198,43,256,3,450,547,525,785,204,32,3,67,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018237_aid0001,aid0001,8/25/18,897,221,45,220,3,472,492,540,812,210,38,7,110,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018238_aid0001,aid0001,8/26/18,952,205,47,245,3,466,561,547,779,237,32,4,125,431,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018239_aid0001,aid0001,8/27/18,917,198,40,229,3,457,519,544,798,182,24,6,60,425,360,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018240_aid0001,aid0001,8/28/18,960,219,46,231,3,449,500,532,801,233,42,7,126,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018241_aid0001,aid0001,8/29/18,965,202,46,267,1,458,550,528,789,227,33,2,105,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018242_aid0001,aid0001,8/30/18,872,205,46,209,3,472,497,549,819,161,30,7,79,437,371,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018243_aid0001,aid0001,8/31/18,940,220,46,254,2,445,532,529,798,250,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018244_aid0001,aid0001,9/1/18,937,198,42,256,3,450,547,525,785,205,32,3,67,427,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018245_aid0001,aid0001,9/2/18,899,220,45,219,3,472,491,540,812,210,38,7,110,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018246_aid0001,aid0001,9/3/18,953,204,47,247,3,466,559,547,778,236,32,4,125,432,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018247_aid0001,aid0001,9/4/18,916,197,40,231,3,457,519,545,799,182,25,6,60,425,361,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018248_aid0001,aid0001,9/5/18,960,219,46,230,3,450,500,532,801,233,42,7,126,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018249_aid0001,aid0001,9/6/18,491,43,2,114,,94,160,130,146,115,17,2,43,134,191,7
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018250_aid0001,aid0001,9/7/18,872,206,46,211,3,472,498,549,819,160,30,7,80,437,371,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018251_aid0001,aid0001,9/8/18,939,220,46,252,2,445,532,530,795,250,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018252_aid0001,aid0001,9/9/18,936,198,42,253,3,449,547,525,782,204,31,3,66,426,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018253_aid0001,aid0001,9/10/18,898,221,45,222,3,472,490,540,810,210,38,7,111,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018254_aid0001,aid0001,9/11/18,953,204,47,247,3,465,560,546,778,237,32,4,125,432,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018255_aid0001,aid0001,9/12/18,796,151,29,181,3,309,309,377,609,146,24,6,59,399,358,43
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018256_aid0001,aid0001,9/13/18,960,219,46,230,3,449,500,532,802,233,41,7,127,439,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018257_aid0001,aid0001,9/14/18,965,202,46,267,1,458,551,527,788,227,33,2,105,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018258_aid0001,aid0001,9/15/18,873,205,46,208,3,473,497,548,819,162,30,7,80,438,371,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018259_aid0001,aid0001,9/16/18,939,220,46,252,2,443,533,532,796,250,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018260_aid0001,aid0001,9/17/18,935,199,42,253,3,450,547,525,781,205,32,3,66,426,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018261_aid0001,aid0001,9/18/18,899,220,45,220,3,471,494,540,811,212,38,7,110,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018262_aid0001,aid0001,9/19/18,953,204,47,246,3,465,559,545,779,235,32,4,125,432,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018263_aid0001,aid0001,9/20/18,916,196,40,228,3,456,519,543,800,181,24,6,61,424,360,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018264_aid0001,aid0001,9/21/18,960,218,46,228,3,449,499,532,801,234,41,7,127,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018265_aid0001,aid0001,9/22/18,964,201,46,266,1,458,550,526,790,226,35,2,105,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018266_aid0001,aid0001,9/23/18,872,205,46,209,3,472,497,547,819,161,30,7,80,437,371,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018267_aid0001,aid0001,9/24/18,938,220,46,252,2,443,532,532,791,249,38,8,136,428,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018268_aid0001,aid0001,9/25/18,936,199,42,253,3,449,547,525,783,205,32,3,65,426,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018269_aid0001,aid0001,9/26/18,899,220,45,220,3,471,492,540,810,212,38,7,111,431,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018270_aid0001,aid0001,9/27/18,953,202,47,246,3,464,558,546,779,235,32,4,125,431,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018271_aid0001,aid0001,9/28/18,913,196,40,228,3,456,520,545,800,180,24,6,60,425,359,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018272_aid0001,aid0001,9/29/18,959,219,46,230,3,449,501,532,802,233,41,7,127,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018273_aid0001,aid0001,9/30/18,965,201,46,265,1,458,550,526,786,226,35,2,105,426,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018274_aid0001,aid0001,10/1/18,872,206,46,209,3,474,497,546,819,161,30,7,80,438,371,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018275_aid0001,aid0001,10/2/18,938,219,46,253,2,444,533,532,792,249,38,8,136,429,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018276_aid0001,aid0001,10/3/18,802,193,24,251,3,404,460,373,721,186,32,4,65,368,298,47
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018277_aid0001,aid0001,10/4/18,900,220,45,220,3,472,492,540,810,213,38,7,111,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018278_aid0001,aid0001,10/5/18,914,203,47,246,3,422,558,533,755,234,32,4,125,421,349,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018279_aid0001,aid0001,10/6/18,914,196,40,228,3,454,518,545,799,179,25,6,60,425,360,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018280_aid0001,aid0001,10/7/18,960,220,46,230,3,449,501,532,801,234,41,7,127,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018281_aid0001,aid0001,10/8/18,964,201,46,265,1,458,552,524,788,226,35,2,103,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018282_aid0001,aid0001,10/9/18,872,205,46,209,3,472,497,546,819,161,30,7,80,438,372,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018283_aid0001,aid0001,10/10/18,937,219,46,254,2,443,533,532,791,249,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018284_aid0001,aid0001,10/11/18,935,199,42,253,3,449,546,526,782,204,32,4,65,426,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018285_aid0001,aid0001,10/12/18,899,220,45,219,3,470,492,539,810,212,38,7,111,431,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018286_aid0001,aid0001,10/13/18,953,202,47,246,3,465,558,546,778,235,32,4,125,431,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018287_aid0001,aid0001,10/14/18,914,196,40,228,3,454,520,545,799,180,25,6,60,425,360,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018288_aid0001,aid0001,10/15/18,960,219,46,230,3,449,502,532,801,234,41,7,127,437,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018289_aid0001,aid0001,10/16/18,962,201,46,265,1,457,552,525,786,226,35,2,102,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018290_aid0001,aid0001,10/17/18,873,205,46,208,3,474,497,546,820,162,30,7,80,438,372,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018291_aid0001,aid0001,10/18/18,871,134,21,225,2,319,419,364,567,235,38,8,136,383,343,49
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018292_aid0001,aid0001,10/19/18,935,200,42,255,3,450,546,526,783,204,31,4,65,425,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018293_aid0001,aid0001,10/20/18,898,220,45,222,3,471,492,539,810,213,38,7,112,432,372,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018294_aid0001,aid0001,10/21/18,598,160,30,162,3,286,320,330,583,162,13,2,40,322,278,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018295_aid0001,aid0001,10/22/18,916,196,40,230,3,454,519,545,800,181,24,6,60,425,360,45
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018296_aid0001,aid0001,10/23/18,960,220,46,232,3,449,502,532,801,234,41,7,127,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018297_aid0001,aid0001,10/24/18,965,203,46,267,1,458,552,526,787,226,35,2,102,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018298_aid0001,aid0001,10/25/18,873,206,46,211,3,473,497,547,819,162,30,7,81,438,371,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018299_aid0001,aid0001,10/26/18,940,219,46,256,2,443,532,531,791,249,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018300_aid0001,aid0001,10/27/18,936,201,42,255,3,450,546,526,784,205,31,4,65,426,373,48
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018301_aid0001,aid0001,10/28/18,899,220,45,221,3,471,493,539,810,213,38,7,112,432,370,52
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018302_aid0001,aid0001,10/29/18,954,203,47,249,3,467,558,545,778,235,32,4,125,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018303_aid0001,aid0001,10/30/18,915,196,40,231,3,454,520,545,801,181,24,6,59,425,361,46
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018304_aid0001,aid0001,10/31/18,961,220,46,231,3,449,502,534,801,234,41,7,127,438,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018305_aid0001,aid0001,11/1/18,964,202,46,267,1,458,553,526,786,226,35,2,104,427,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018306_aid0001,aid0001,11/2/18,871,206,46,211,3,473,496,546,819,163,30,7,81,438,372,50
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018307_aid0001,aid0001,11/3/18,939,219,46,257,2,443,533,531,793,250,38,8,136,430,373,53
Soil_Moisture_Retrieval_Data_AM_landcover_class_2018308_aid0001,aid0001,11/4/18,935,201,42,254,3,450,547,526,781,204,33,4,65,426,373,48
